Well,Depth,Path,Label
F-9,419.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,420.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,421.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,422.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,423.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,424.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,425.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,426.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,427.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,428.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,429.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,430.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,431.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,432.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,433.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,434.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,435.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,436.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,437.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,438.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,439.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,440.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,441.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,442.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,443.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,444.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,445.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,446.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,447.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,448.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,449.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,450.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,451.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,452.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,453.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,454.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,455.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,456.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,457.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,458.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,459.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,460.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,461.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,462.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,463.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,464.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,465.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,466.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,467.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,468.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,469.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,470.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,471.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,472.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,473.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,474.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,475.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,476.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,477.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,478.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,479.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,480.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,481.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,482.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,483.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,484.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,485.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,486.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,487.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,488.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,489.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,490.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,491.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,492.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,493.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,494.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,495.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,496.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,497.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,498.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,499.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,500.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
